MSFT,TSLA,FB,NVDA,JPM,JNJ,HD,UNH,BAC,PG,V,MA,ADBE,PFE,NFLX,DIS,CSCO,ORCL,CRM,KO,COST,TMO,ACN,ABT,PEP,CVX,DHR,LLY,PYPL,ABBV,CMCSA,INTC,NKE,VZ,QCOM,WFC,MCD,INTU,MRK,TXN,LIN,MS,AMD,NEE,T,LOW,C,HON,UNP,SCHW,MDT,PM,UPS,AMAT,BLK,GS,SBUX,AXP,FDX,BMY,CVS,IBM,AMT,AMGN,ISRG,PLD,MRNA,TGT,CAT,GM,LRCX,MMM,ADI,ADP,COP,F,LMT,MU,SYK,EL,GILD,MMC,MDLZ,PNC,XOM,BA,CME,CI,CCI,CSX,BDX,CL,FIS,ATVI,AON,USB,CB,FISV,COF,FCX
MSQ$0219110C,TSL$0219145C,FB$0219126C,UVA$0219114C,JPM$0219110C,JNJ$0219120C,HD$0219150C,CH1$03193C,BAC$021926C,PCG$021929C,V$0219122C,MA$0219150C,AEQ$0219175C,PFE$021944C,NFL$0219180C,DIS$0219110C,CYQ$021935C,ORQ$021943C,CRM$0219130C,CE1$021937C,PRQ$0219150C,TMO$0219180C,ACN$0219135C,ABT$021966C,PEP$0219110C,CVX$0219110C,DH1$021980C,LLY$0219110C,PYP$0219120C,ABB$021950C,CCQ$021935C,INQ$021940C,NKE$021970C,VZ$021954C,QAQ$021945C,WFC$021947C,MCD$0219150C,IQU$0121220C,MRK$021967C,TXN$0219110C,PX$0219160C,MS$021935C,AMD$021920C,FPL$0219180C,T$021927.0C,LOW$0219110C,C$021950.0C,HN1$0119160C,UNP$0219138C,SHQ$021947C,MD1$021960C,PM$021968C,UPS$0219110C,ANQ$0121130C,BLK$0219340C,GS$0219150C,SQX$021963C,AXP$0219110C,FDX$0219150C,BMY$021945C,CVS$021959C,IBM$0219118C,AMT$0219149C,AMQ$0219170C,AXQ$0219355C,PLD$021985C,MOD$1021150C,TGT$021963C,CAT$0219114C,GMU$021937C,LMQ$0219136C,MMM$0219150C,ADI$0219110C,AD1$0219126C,COP$021958C,F$021915.0C,LMT$0219185C,MU$021932C,SDQ$0219160C,EL$0219150C,GDQ$021958C,MMC$021975C,KFT$021943C,PNC$0219127C,XOM$021962C,BA$0219200C,CME$0219185C,CI$0319240C,CCI$0520155C,CSX$021957C,BDX$0219245C,CL$021957C,FIS$021955C,AQV$021937C,AOC$0219150C,USB$021948C,ACE$0219150C,FQV$021975C,COF$021972C,FCX$021924C
MSQ$0219111C,TSL$021915C,FB$0219127C,UVA$0219115C,JPM$0219111C,JNJ$0219121C,HD$0219155C,CH1$03194C,BAC$021927C,PCG$02193C,V$0219123C,MA$0219155C,AEQ$0219180C,PFE$021945C,NFL$0219185C,DIS$0219111C,CYQ$021936C,ORQ$021944C,CRM$0219131C,CE1$021938C,PRQ$0219155C,TMO$0219185C,ACN$0219136C,ABT$021967C,PEP$0219111C,CVX$0219111C,DH1$021985C,LLY$0219111C,PYP$0219125C,ABB$021955C,CCQ$021936C,INQ$021942C,NKE$021971C,VZ$021955C,QAQ$021946C,WFC$021948C,MCD$0219155C,IQU$0121230C,MRK$021967.5C,TXN$0219111C,PX$0219165C,MS$021936C,AMD$021921C,FPL$0219185C,T$021927.5C,LOW$0219111C,C$021951.0C,HN1$0119180C,UNP$0219139C,SHQ$021948C,MD1$021965C,PM$021969C,UPS$0219111C,ANQ$012115C,BLK$0219345C,GS$0219155C,SQX$021964C,AXP$0219111C,FDX$0219155C,BMY$021946C,CVS$021960C,IBM$0219119C,AMT$0219150C,AMQ$0219175C,AXQ$0219360C,PLD$021990C,MOD$1021155C,TGT$021964C,CAT$0219115C,GMU$021938C,LMQ$0219137C,MMM$0219155C,ADI$0219111C,AD1$0219127C,COP$021959C,F$021916.0C,LMT$0219190C,MU$021933C,SDQ$0219165C,EL$0219155C,GDQ$021959C,MMC$021980C,KFT$021944C,PNC$0219135C,XOM$021963C,BA$0219205C,CME$0219190C,CI$0520110C,CCI$1119100C,CSX$021957.5C,BDX$0219270C,CL$021958C,FIS$021960C,AQV$021938C,AOC$0219155C,USB$021949C,ACE$0219155C,FQV$021980C,COF$021973C,FCX$021926C
MSQ$0219112C,TSL$0219150C,FB$0219128C,UVA$0219116C,JPM$0219112C,JNJ$0219122C,HD$0219160C,CH1$03195C,BAC$021928C,PCG$021930C,V$0219124C,MA$0219160C,AEQ$0219185C,PFE$021946C,NFL$0219190C,DIS$0219112C,CYQ$021937C,ORQ$021945C,CRM$0219132C,CE1$021939C,PRQ$0219160C,TMO$0219190C,ACN$0219137C,ABT$021968C,PEP$0219112C,CVX$0219112C,DH1$021990C,LLY$0219112C,PYP$0219130C,ABB$021960C,CCQ$021937C,INQ$021943C,NKE$021972C,VZ$021956C,QAQ$021947C,WFC$021949C,MCD$0219160C,IQU$0121280C,MRK$021968C,TXN$0219112C,PX$0219170C,MS$021937C,AMD$021922C,FPL$0219190C,T$021928.0C,LOW$0219112C,C$021952.0C,HN1$011995C,UNP$0219140C,SHQ$021951C,MD1$021970C,PM$021970C,UPS$0219112C,ANQ$012123C,BLK$0219350C,GS$0219160C,SQX$021965C,AXP$0219112C,FDX$0219160C,BMY$021947C,CVS$021961C,IBM$0219120C,AMT$0219155C,AMQ$0219180C,AXQ$0219365C,PLD$021995C,MOD$1021160C,TGT$021965C,CAT$0219116C,GMU$021939C,LMQ$0219138C,MMM$0219160C,ADI$0219112C,AD1$0219128C,COP$021960C,F$02192.00C,LMT$0219195C,MU$021934C,SDQ$0219170C,EL$0219160C,GDQ$021960C,MMC$021985C,KFT$021945C,PNC$0219139C,XOM$021964C,BA$0219210C,CME$0219195C,CI$0520115C,CCI$1119150C,CSX$021958C,BDX$0219275C,CL$021959C,FIS$021965C,AQV$021939C,AOC$0219160C,USB$021950C,ACE$0219160C,FQV$021985C,COF$021974C,FCX$021927C
MSQ$0219113C,TSL$0219155C,FB$0219129C,UVA$0219117C,JPM$0219113C,JNJ$0219123C,HD$0219165C,CH1$03196C,BAC$021929C,PCG$021931C,V$0219125C,MA$0219165C,AEQ$0219190C,PFE$021947C,NFL$0219195C,DIS$0219113C,CYQ$021938C,ORQ$021946C,CRM$0219133C,CE1$021940C,PRQ$0219165C,TMO$0219195C,ACN$0219138C,ABT$021969C,PEP$0219113C,CVX$0219113C,DH1$021995C,LLY$0219113C,PYP$0219135C,ABB$021965C,CCQ$021938C,INQ$021944C,NKE$021973C,VZ$021957C,QAQ$021948C,WFC$021950C,MCD$0219165C,IQU$0121295C,MRK$021968.5C,TXN$0219113C,PX$0219175C,MS$021938C,AMD$021923C,FPL$0219195C,T$021928.5C,LOW$0219113C,C$021952.5C,HN1$0619130C,UNP$0219141C,SHQ$021952C,MD1$021975C,PM$021971C,UPS$0219113C,ANQ$012137C,BLK$0219355C,GS$0219165C,SQX$021966C,AXP$0219113C,FDX$0219165C,BMY$021948C,CVS$021962C,IBM$0219121C,AMT$0219160C,AMQ$0219185C,AXQ$0219370C,PLD$0121100C,MOD$1021165C,TGT$021966C,CAT$0219117C,GMU$021940C,LMQ$0219139C,MMM$0219165C,ADI$0219113C,AD1$0219129C,COP$021961C,F$02192.5C,LMT$0219200C,MU$021935C,SDQ$0219175C,EL$0219165C,GDQ$021961C,MMC$021990C,KFT$021946C,PNC$0121100C,XOM$021965C,BA$0219215C,CME$0219200C,CI$0520130C,CCI$1119155C,CSX$021959C,BDX$0219280C,CL$021960C,FIS$021970C,AQV$021940C,AOC$0219165C,USB$021951C,ACE$0219165C,FQV$021990C,COF$021975C,FCX$021929C
MSQ$0219114C,TSL$0219160C,FB$0219130C,UVA$0219118C,JPM$0219114C,JNJ$0219124C,HD$0219170C,CH1$03197C,BAC$021930C,PCG$021932C,V$0219126C,MA$0219170C,AEQ$0219195C,PFE$021948C,NFL$0219200C,DIS$0219114C,CYQ$021939C,ORQ$021947C,CRM$0219134C,CE1$021941C,PRQ$0219170C,TMO$0219200C,ACN$0219139C,ABT$021970C,PEP$0219114C,CVX$0219114C,DH1$0121100C,LLY$0219114C,PYP$021945C,ABB$021968C,CCQ$021939C,INQ$021945C,NKE$021974C,VZ$021958C,QAQ$021949C,WFC$021951C,MCD$0219170C,IQU$0121320C,MRK$021969C,TXN$0219114C,PX$0219180C,MS$021939C,AMD$021924C,FPL$0219200C,T$021929.0C,LOW$0219114C,C$021953.0C,HN1$0619155C,UNP$0219142C,SHQ$021954C,MD1$021976C,PM$021972C,UPS$0219114C,ANQ$012142C,BLK$0219360C,GS$0219170C,SQX$021967C,AXP$0219114C,FDX$0219170C,BMY$021949C,CVS$021963C,IBM$0219122C,AMT$0219165C,AMQ$0219190C,AXQ$0219375C,PLD$0121105C,MOD$1021170C,TGT$021967C,CAT$0219118C,GMU$021941C,LMQ$0219140C,MMM$0219170C,ADI$0219114C,AD1$0219130C,COP$021962C,F$02193.00C,LMT$0219205C,MU$021936C,SDQ$0219180C,EL$0219170C,GDQ$021962C,MMC$021995C,KFT$021947C,PNC$0121115C,XOM$021966C,BA$0219220C,CME$0219205C,CI$0520185C,CCI$1021140C,CSX$021960C,BDX$0219300C,CL$021961C,FIS$021975C,AQV$021941C,AOC$0219170C,USB$021952C,ACE$0219170C,FQV$021995C,COF$021976C,FCX$021930C
MSQ$0219115C,TSL$0219165C,FB$0219131C,UVA$0219119C,JPM$0219115C,JNJ$0219125C,HD$0219175C,CH1$03198C,BAC$021931C,PCG$021933C,V$0219127C,MA$0219175C,AEQ$0219200C,PFE$021949C,NFL$0219205C,DIS$0219115C,CYQ$021940C,ORQ$021948C,CRM$0219135C,CE1$021942C,PRQ$0219175C,TMO$0219210C,ACN$0219140C,ABT$021971C,PEP$0219115C,CVX$0219115C,DH1$0121105C,LLY$0219115C,PYP$021950C,ABB$021969C,CCQ$021940C,INQ$021948C,NKE$021975C,VZ$021959C,QAQ$021950C,WFC$021952C,MCD$0219175C,IQU$0121410C,MRK$021969.5C,TXN$0219115C,PX$0219185C,MS$021940C,AMD$021925C,FPL$0219210C,T$021929.5C,LOW$0219115C,C$021954.0C,HN1$0619170C,UNP$0219143C,SHQ$021955C,MD1$021977C,PM$021973C,UPS$0219115C,ANQ$012181C,BLK$0219365C,GS$0219175C,SQX$021968C,AXP$0219115C,FDX$0219175C,BMY$021950C,CVS$021964C,IBM$0219123C,AMT$0219170C,AMQ$0219195C,AXQ$0219380C,PLD$0121110C,MOD$1021175C,TGT$021968C,CAT$0219119C,GMU$021942C,LMQ$0219141C,MMM$0219175C,ADI$0219115C,AD1$0219131C,COP$021963C,F$02193.5C,LMT$0219210C,MU$021937C,SDQ$0219185C,EL$0219175C,GDQ$021963C,MMC$0121100C,KFT$021948C,PNC$0121120C,XOM$021967C,BA$0219225C,CME$0219210C,CI$0520190C,CCI$1021145C,CSX$021960.5C,BDX$0219330C,CL$021962C,FIS$021980C,AQV$021942C,AOC$0219175C,USB$021953C,ACE$0219175C,FQV$0121100C,COF$021977C,FCX$021931C
MSQ$0219116C,TSL$0219170C,FB$0219132C,UVA$0219120C,JPM$0219116C,JNJ$0219126C,HD$0219180C,CH1$03199C,BAC$021932C,PCG$02194C,V$0219128C,MA$0219180C,AEQ$0219205C,PFE$021950C,NFL$0219210C,DIS$0219116C,CYQ$021941C,ORQ$021949C,CRM$0219136C,CE1$021943C,PRQ$0219180C,TMO$0219220C,ACN$0219141C,ABT$021972C,PEP$0219116C,CVX$0219116C,DH1$0121110C,LLY$0219116C,PYP$021955C,ABB$021970C,CCQ$021941C,INQ$021951C,NKE$021976C,VZ$021960C,QAQ$021951C,WFC$021953C,MCD$0219180C,IQU$0121435C,MRK$021970C,TXN$0219116C,PX$0219190C,MS$021941C,AMD$021926C,FPL$0219220C,T$021930.0C,LOW$0219120C,C$021955.0C,HN3$0219130C,UNP$0219144C,SHQ$021960C,MD1$021978C,PM$021974C,UPS$0219116C,ANQ$012185C,BLK$0219370C,GS$0219180C,SQX$021969C,AXP$0219116C,FDX$0219180C,BMY$021951C,CVS$021965C,IBM$0219124C,AMT$0219175C,AMQ$0219200C,AXQ$0219385C,PLD$0121115C,MOD$1021180C,TGT$021969C,CAT$0219120C,GMU$021943C,LMQ$0219142C,MMM$0219180C,ADI$0219116C,AD1$0219132C,COP$021964C,F$02194.00C,LMT$0219215C,MU$021938C,SDQ$0219190C,EL$021980C,GDQ$021964C,MMC$0121105C,KFT$021949C,PNC$0121134C,XOM$021968C,BA$0219230C,CME$0219220C,CI$1119215C,CCI$1021155C,CSX$021961C,BDX$0121115C,CL$021963C,FIS$021985C,AQV$021943C,AOC$0219180C,USB$021954C,ACE$021985C,FQV$0121101C,COF$021978C,FCX$021932C
MSQ$0219117C,TSL$0219175C,FB$0219133C,UVA$0219121C,JPM$0219117C,JNJ$0219127C,HD$0219185C,CH1$11191C,BAC$021933C,PCG$02195C,V$0219129C,MA$0219185C,AEQ$0219210C,PFE$021951C,NFL$0219215C,DIS$0219117C,CYQ$021942C,ORQ$021950C,CRM$0219137C,CE1$021944C,PRQ$0219185C,TMO$0219230C,ACN$0219142C,ABT$021973C,PEP$0219117C,CVX$0219117C,DH1$0121115C,LLY$0219117C,PYP$021960C,ABB$021971C,CCQ$021942C,INQ$021954C,NKE$021977C,VZ$021961C,QAQ$021952C,WFC$021954C,MCD$0219185C,IQU$0121450C,MRK$021970.5C,TXN$0219117C,PX$0219195C,MS$021942C,AMD$021927C,FPL$0219230C,T$021930.5C,LOW$0219125C,C$021955.5C,HN3$0219132C,UNP$0219145C,SHQ$012115C,MD1$021979C,PM$021975C,UPS$0219117C,ANQ$012187C,BLK$0219375C,GS$0219185C,SQX$021970C,AXP$0219117C,FDX$0219185C,BMY$021952C,CVS$021966C,IBM$0219125C,AMT$0219180C,AMQ$0219205C,AXQ$0219390C,PLD$0121120C,MOD$1021185C,TGT$021970C,CAT$0219121C,GMU$021944C,LMQ$0219143C,MMM$0219185C,ADI$0219117C,AD1$0219133C,COP$021965C,F$02194.5C,LMT$0219220C,MU$021939C,SDQ$0219195C,EL$021985C,GDQ$021965C,MMC$0121110C,KFT$021950C,PNC$0121137C,XOM$021969C,BA$0219235C,CME$0219230C,CI$1021135C,CCI$1021180C,CSX$021961.5C,BDX$0121120C,CL$021964C,FIS$021990C,AQV$021944C,AOC$0219185C,USB$021955C,ACE$021990C,FQV$0121102C,COF$021979C,FCX$02194C
MSQ$0219118C,TSL$0219180C,FB$0219134C,UVA$0219122C,JPM$0219120C,JNJ$0219128C,HD$0219190C,CH1$11192C,BAC$021934C,PCG$02196C,V$0219130C,MA$0219190C,AEQ$0219215C,PFE$012115C,NFL$0219220C,DIS$0219118C,CYQ$021943C,ORQ$021951C,CRM$0219138C,CE1$021945C,PRQ$0219190C,TMO$0219240C,ACN$0219143C,ABT$021974C,PEP$0219118C,CVX$0219118C,DH1$0121120C,LLY$0219118C,PYP$021965C,ABB$021972C,CCQ$021943C,INQ$021955C,NKE$021978C,VZ$021962C,QAQ$021953C,WFC$021955C,MCD$0219190C,IQU$0121460C,MRK$021971C,TXN$0219118C,PX$0219200C,MS$021943C,AMD$021928C,FPL$0219240C,T$021931.0C,LOW$021950C,C$021956.0C,HN3$0219133C,UNP$0219146C,SHQ$012118C,MD1$021980C,PM$021976C,UPS$0219118C,ANQ$012188C,BLK$0219380C,GS$0219190C,SQX$021971C,AXP$0219118C,FDX$0219190C,BMY$021953C,CVS$021967C,IBM$0219126C,AMT$0219185C,AMQ$0219210C,AXQ$0219395C,PLD$0121125C,MOD$1021190C,TGT$021971C,CAT$0219122C,GMU$021945C,LMQ$0219144C,MMM$0219190C,ADI$0219118C,AD1$0219134C,COP$021966C,F$02195.00C,LMT$0219225C,MU$021940C,SDQ$0219200C,EL$021990C,GDQ$021966C,MMC$0121115C,KFT$021951C,PNC$0121144C,XOM$021970C,BA$0219240C,CME$0219240C,CI$1021150C,CCI$1021195C,CSX$021962C,BDX$0121125C,CL$021965C,FIS$021995C,AQV$021945C,AOC$0219190C,USB$021956C,ACE$021995C,FQV$0121103C,COF$021980C,FCX$02195C
MSQ$0219119C,TSL$0219185C,FB$0219135C,UVA$0219123C,JPM$0219125C,JNJ$0219129C,HD$0219195C,CH1$11193C,BAC$021935C,PCG$02199C,V$0219131C,MA$0219195C,AEQ$0219220C,PFE$012118C,NFL$0219225C,DIS$0219119C,CYQ$021944C,ORQ$021952C,CRM$0219139C,CE1$021946C,PRQ$0219195C,TMO$0219250C,ACN$0219144C,ABT$021975C,PEP$0219119C,CVX$0219119C,DH1$0121125C,LLY$0219119C,PYP$021970C,ABB$021973C,CCQ$021944C,INQ$021957C,NKE$021979C,VZ$021963C,QAQ$021954C,WFC$021956C,MCD$0219195C,IQU$0121470C,MRK$021971.5C,TXN$0219119C,PX$0121100C,MS$021944C,AMD$021929C,FPL$0121100C,T$021931.5C,LOW$021955C,C$021956.5C,HN3$0219144C,UNP$0219147C,SHQ$012123C,MD1$021981C,PM$021977C,UPS$0219119C,ANQ$012192C,BLK$0219385C,GS$0219195C,SQX$021972C,AXP$0219119C,FDX$0219195C,BMY$021954C,CVS$021968C,IBM$0219127C,AMT$0219190C,AMQ$0219215C,AXQ$0219400C,PLD$0121130C,MOD$1021195C,TGT$021972C,CAT$0219123C,GMU$01211C,LMQ$0219145C,MMM$0219195C,ADI$0219119C,AD1$0219135C,COP$021967C,F$02195.5C,LMT$0219230C,MU$021941C,SDQ$0121100C,EL$021995C,GDQ$021967C,MMC$0121120C,KFT$021952C,PNC$0121145C,XOM$021971C,BA$0219245C,CME$0219250C,CI$1021225C,CCI$0421110C,CSX$021962.5C,BDX$0121130C,CL$021966C,FIS$0121100C,AQV$021946C,AOC$0219195C,USB$021957C,ACE$0121100C,FQV$0121104C,COF$021981C,FCX$02197C
MSQ$0219120C,TSL$0219190C,FB$0219136C,UVA$0219124C,JPM$0219130C,JNJ$0219130C,HD$0219200C,CH1$11194C,BAC$021936C,PCG$012110C,V$0219132C,MA$0219200C,AEQ$0219225C,PFE$012120C,NFL$0219230C,DIS$0219120C,CYQ$021945C,ORQ$021953C,CRM$0219140C,CE1$021947C,PRQ$0219200C,TMO$0219260C,ACN$0219145C,ABT$021976C,PEP$0219120C,CVX$0219120C,DH1$0121130C,LLY$0219120C,PYP$021975C,ABB$021974C,CCQ$021945C,INQ$021960C,NKE$021980C,VZ$021964C,QAQ$021955C,WFC$021957C,MCD$0219200C,IQU$0121490C,MRK$021972C,TXN$0219120C,PX$0121105C,MS$021945C,AMD$021930C,FPL$0121105C,T$021932.0C,LOW$021960C,C$021957.0C,HN3$0219148C,UNP$0219148C,SHQ$012125C,MD1$021982C,PM$021978C,UPS$0219120C,ANQ$012193C,BLK$0219390C,GS$0219200C,SQX$021973C,AXP$0219120C,FDX$0219200C,BMY$021955C,CVS$021969C,IBM$0219128C,AMT$0219195C,AMQ$0219220C,AXQ$0219405C,PLD$0121135C,MOD$1021200C,TGT$021973C,CAT$0219124C,GMU$012110C,LMQ$0219146C,MMM$0219200C,ADI$0219120C,AD1$0219136C,COP$021968C,F$02196.00C,LMT$0219235C,MU$021942C,SDQ$0121105C,EL$0121100C,GDQ$021968C,MMC$0121125C,KFT$021953C,PNC$0121146C,XOM$021972C,BA$0219250C,CME$0219260C,CI$1021310C,CCI$0421115C,CSX$021963C,BDX$0121140C,CL$021967C,FIS$0121105C,AQV$021947C,AOC$0121100C,USB$021958C,ACE$0121105C,FQV$0121105C,COF$021982C,FCX$02198C
MSQ$0219125C,TSL$0219195C,FB$0219137C,UVA$0219125C,JPM$0219135C,JNJ$0219131C,HD$0219205C,CH1$11195C,BAC$021937C,PCG$012113C,V$0219133C,MA$0219205C,AEQ$0219230C,PFE$012121C,NFL$0219235C,DIS$0219121C,CYQ$021946C,ORQ$021954C,CRM$0219141C,CE1$021948C,PRQ$0219205C,TMO$0219270C,ACN$0219146C,ABT$021977C,PEP$0219121C,CVX$0219121C,DH1$0121135C,LLY$0219121C,PYP$021977C,ABB$021975C,CCQ$021950C,INQ$021965C,NKE$021981C,VZ$021965C,QAQ$021956C,WFC$021960C,MCD$0219205C,IQU$0319180C,MRK$021972.5C,TXN$0219121C,PX$0121110C,MS$021946C,AMD$021931C,FPL$0121110C,T$021932.5C,LOW$021965C,C$021957.5C,HN3$0219175C,UNP$0219149C,SHQ$012135C,MD1$021983C,PM$021979C,UPS$0219121C,ANQ$031923C,BLK$0219395C,GS$0219205C,SQX$021974C,AXP$0219121C,FDX$0219205C,BMY$021956C,CVS$021970C,IBM$0219129C,AMT$0219200C,AMQ$0219225C,AXQ$0219410C,PLD$0121140C,MOD$1021205C,TGT$021974C,CAT$0219125C,GMU$012113C,LMQ$0219147C,MMM$0219205C,ADI$021965C,AD1$0219137C,COP$021969C,F$02196.5C,LMT$0219240C,MU$021943C,SDQ$0121110C,EL$0121105C,GDQ$021969C,MMC$0121130C,KFT$021954C,PNC$0121152.5C,XOM$021973C,BA$0219255C,CME$0219270C,CI$0421100C,CCI$0421165C,CSX$021963.5C,BDX$0121145C,CL$021968C,FIS$0121110C,AQV$021948C,AOC$0121105C,USB$021960C,ACE$0121110C,FQV$0121106C,COF$021983C,FCX$02199C
MSQ$0219130C,TSL$021920C,FB$0219138C,UVA$0219126C,JPM$021950C,JNJ$0219132C,HD$0219210C,CH1$11196C,BAC$021938C,PCG$012114C,V$0219134C,MA$0219210C,AEQ$0219235C,PFE$012122C,NFL$0219240C,DIS$0219122C,CYQ$021947C,ORQ$021955C,CRM$0219142C,CE1$021949C,PRQ$0219210C,TMO$0219280C,ACN$0219147C,ABT$021978C,PEP$0219122C,CVX$0219122C,DH1$0121140C,LLY$0219122C,PYP$021978C,ABB$021976C,CCQ$012120C,INQ$012123C,NKE$021982C,VZ$021970C,QAQ$021957C,WFC$021965C,MCD$0219210C,IQU$0319185C,MRK$021973C,TXN$0219125C,PX$0121115C,MS$021947C,AMD$021932C,FPL$0121115C,T$021933.0C,LOW$021970C,C$021958.0C,HN3$021985C,UNP$0219150C,SHQ$012142C,MD1$021984C,PM$021980C,UPS$0219122C,ANQ$031926C,BLK$0219400C,GS$0219210C,SQX$021975C,AXP$0219125C,FDX$0219210C,BMY$021957C,CVS$021971C,IBM$0219130C,AMT$0219210C,AMQ$0219230C,AXQ$0219415C,PLD$0121145C,MOD$1021210C,TGT$021975C,CAT$0219126C,GMU$012115C,LMQ$0219148C,MMM$0219210C,ADI$021970C,AD1$0219138C,COP$021970C,F$02197.00C,LMT$0219245C,MU$021944C,SDQ$0121115C,EL$0121110C,GDQ$021970C,MMC$0121135C,KFT$021955C,PNC$0121175C,XOM$021974C,BA$0219260C,CME$0121100C,CI$0421190C,CCI$0421185C,CSX$021964C,BDX$0121150C,CL$021969C,FIS$0121115C,AQV$021949C,AOC$0121110C,USB$012115C,ACE$0121115C,FQV$0121107C,COF$021984C,FCX$012110C
MSQ$0219135C,TSL$0219200C,FB$0219139C,UVA$0219127C,JPM$021955C,JNJ$0219133C,HD$0219215C,CH1$11197C,BAC$021939C,PCG$012116C,V$0219135C,MA$0219215C,AEQ$0219240C,PFE$012123C,NFL$0219245C,DIS$0219123C,CYQ$021948C,ORQ$021956C,CRM$0219143C,CE1$021950C,PRQ$0219215C,TMO$0219290C,ACN$0219148C,ABT$021979C,PEP$0219123C,CVX$0219123C,DH1$0121145C,LLY$0219123C,PYP$021979C,ABB$021977C,CCQ$012125C,INQ$012125C,NKE$021983C,VZ$012130C,QAQ$021958C,WFC$021970C,MCD$0219220C,IQU$0319200C,MRK$021973.5C,TXN$021955C,PX$0121120C,MS$021948C,AMD$021933C,FPL$012125C,T$021933.5C,LOW$021975C,C$021958.5C,HN3$0121110C,UNP$0219155C,SHQ$012144C,MD1$021985C,PM$021981C,UPS$0219123C,ANQ$031933C,BLK$0219405C,GS$0219215C,SQX$021976C,AXP$0219130C,FDX$0219220C,BMY$021958C,CVS$021972C,IBM$0219131C,AMT$0121100C,AMQ$0219240C,AXQ$0219420C,PLD$0121150C,MOD$1021215C,TGT$021976C,CAT$0219127C,GMU$012118C,LMQ$0219149C,MMM$0219215C,ADI$021975C,AD1$0219139C,COP$021971C,F$02197.5C,LMT$0219250C,MU$021945C,SDQ$0121120C,EL$0121115C,GDQ$021971C,MMC$0121140C,KFT$012123C,PNC$0121177.5C,XOM$021975C,BA$0219265C,CME$0121105C,CI$0421200C,CCI$0421190C,CSX$021964.5C,BDX$0121155C,CL$021970C,FIS$0121120C,AQV$021950C,AOC$0121115C,USB$012120C,ACE$0121120C,FQV$0121108C,COF$021985C,FCX$012112C
MSQ$0219140C,TSL$0219205C,FB$0219140C,UVA$0219128C,JPM$021960C,JNJ$0219134C,HD$0219220C,CH1$08191C,BAC$021940C,PCG$012117C,V$0219136C,MA$0219220C,AEQ$0219245C,PFE$012124C,NFL$0219250C,DIS$0219124C,CYQ$021949C,ORQ$021957C,CRM$0219144C,CE1$021955C,PRQ$0219220C,TMO$0219300C,ACN$0219149C,ABT$021980C,PEP$0219124C,CVX$0219124C,DH1$0121150C,LLY$0219124C,PYP$021980C,ABB$021978C,CCQ$012130C,INQ$012134C,NKE$021984C,VZ$012135C,QAQ$021959C,WFC$012115C,MCD$0219230C,IQU$0319300C,MRK$021974C,TXN$021960C,PX$0121125C,MS$021949C,AMD$021934C,FPL$012130C,T$021934.0C,LOW$021980C,C$021959.0C,HN3$0121160C,UNP$0219160C,SHQ$012145C,MD1$021986C,PM$021982C,UPS$0219124C,ANQ$031938C,BLK$0219410C,GS$0219220C,SQX$021977C,AXP$0219135C,FDX$0219230C,BMY$021959C,CVS$021973C,IBM$0219132C,AMT$0121105C,AMQ$0219250C,AXQ$0219425C,PLD$0121155C,MOD$1021220C,TGT$021977C,CAT$0219128C,GMU$01212C,LMQ$0219150C,MMM$0219220C,ADI$021976C,AD1$0219140C,COP$021972C,F$02198.00C,LMT$0219255C,MU$021946C,SDQ$0121125C,EL$0121120C,GDQ$021972C,MMC$0121145C,KFT$012125C,PNC$012150C,XOM$021976C,BA$0219270C,CME$0121110C,CI$0421225C,CCI$0421220C,CSX$021965C,BDX$0121160C,CL$021971C,FIS$0121125C,AQV$021951C,AOC$0121120C,USB$012125C,ACE$0121125C,FQV$0121109C,COF$021986C,FCX$012113C
