#NAME?,15/12/2018,,#NAME?,15/01/2019,,#NAME?,15/02/2019,,#NAME?,15/03/2019,,#NAME?,15/04/2019,,#NAME?,15/05/2019,,#NAME?,15/06/2019,,#NAME?,15/07/2019,,#NAME?,15/08/2019,,#NAME?,15/09/2019,,#NAME?,15/10/2019,,#NAME?,15/11/2019,,#NAME?,15/12/2019,,#NAME?,15/01/2020,,#NAME?,15/02/2020,,#NAME?,15/03/2020,,#NAME?,15/04/2020,,#NAME?,15/05/2020,,#NAME?,15/06/2020,,#NAME?,15/07/2020,,#NAME?,15/08/2020,,#NAME?,15/09/2020,,#NAME?,15/10/2020,,#NAME?,15/11/2020,,#NAME?,15/12/2020,,#NAME?,15/01/2021,,#NAME?,17/02/2021,,#NAME?,15/03/2021,,#NAME?,15/04/2021,,#NAME?,15/05/2021,,#NAME?,15/06/2021,,#NAME?,15/07/2021,,#NAME?,15/08/2021,,#NAME?,15/09/2021,,#NAME?,15/10/2021,,#NAME?,15/11/2021,
Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE
V$0119100C,0.4484,35.5,V$0219100C,0.43,37.55,MA$0319155C,0.4108,67.3,V$0419105C,0.6497,49.83,MA$0519165C,0.5011,,MA$0619170C,0.6577,80.125,V$0719120C,0.542,50.1,MA$0819195C,0.4987,84.85,V$0919120C,0.6722,56.725,V$1019120C,0.371,56.925,MA$1119185C,0.4108,93.725,V$1219125C,0.6523,55.4,V$0120130C,0.347,55.35,MA$0220220C,0.5167,94.85,V$0320115C,0.4481,95.475,MA$0420170C,0.9252,101.375,V$0520120C,0.6737,46.55,V$0620125C,0.4385,57.15,V$0720130C,0.466,,MA$0820215C,0.4794,90.525,V$0920135C,0.4337,,MA$1020225C,0.6116,114.925,MA$1120220C,0.4361,118.325,V$1220140C,0.5092,,V$0121135C,0.5877,,MA$0221225C,0.4626,98.25,MA$0321250C,0.5544,87.875,MA$0421255C,0.6643,127.175,MA$0521235C,0.6527,150.9,V$0621155C,0.3615,,MA$0721255C,0.5919,113.4,V$0821155C,0.1871,,V$0921150C,0.6214,82.8,V$1021155C,0.3016,,V$1121140C,0.2778,,V$1221140C,,
MA$0119130C,0.6885,64.55,MA$0219145C,0.6475,52.525,AEQ$0319170C,0.6166,89.85,MA$0419160C,0.5946,71.67,AEQ$0519180C,0.3604,92.675,AEQ$0619180C,0.2796,97.075,MA$0719185C,0.465,75.45,AEQ$0819200C,0.672,109.27,MA$0919180C,0.709,92.875,MA$1019185C,0.7522,92.4,AEQ$1119195C,0.5685,84.9,MA$1219195C,0.228,85.875,MA$0120205C,0.5107,91.45,AEQ$0220245C,0.465,98.525,MA$0320180C,0.341,160.8,AEQ$0420220C,0.9133,117.9,MA$0520185C,0.7795,73.75,MA$0620195C,0.4481,84.025,MA$0720200C,0.7176,97.75,AEQ$0820295C,0.4289,138.1,MA$0920225C,0.3535,101.7,AEQ$1020330C,0.7153,168.475,AEQ$1120310C,0.7599,191.95,MA$1220220C,0.5432,114.95,MA$0121215C,0.7238,119,AEQ$0221325C,0.6098,134.1,AEQ$0321295C,0.7635,196.525,AEQ$0421345C,0.5068,103.6,AEQ$0521310C,0.7948,213.925,MA$0621240C,0.5492,124.05,AEQ$0721395C,0.5288,153.9,MA$0821240C,0.3807,149.925,MA$0921225C,0.6311,137.7,MA$1021235C,0.7242,110.45,MA$1121235C,0.477,116.5,MA$1221230C,0.607,131.475
AEQ$0119160C,0.6545,70.925,AEQ$0219170C,0.7632,73.75,PFE$031928C,0.6648,14.35,AEQ$0419180C,0.5926,77.85,PFE$051933C,,,PFE$061927C,0.6094,14.25,AEQ$0719205C,0.4686,70.025,PFE$081930C,,,AEQ$0919185C,0.607,98.3,AEQ$1019185C,0.4,93.7,PFE$111925C,1.0415,11.925,AEQ$1219210C,0.2074,87.65,AEQ$0120225C,0.7062,94.7,PFE$022031C,0.3818,9.675,AEQ$0320220C,0.5637,159.825,PFE$042023C,,,AEQ$0520240C,0.6082,93.275,AEQ$0620265C,0.3711,100.375,AEQ$0720285C,0.6642,117.475,PFE$082025C,0.4128,10.7,AEQ$0920325C,0.5918,123.775,PFE$102025C,0.6344,11.95,PFE$112025C,0.6074,11.575,AEQ$1220315C,0.6919,155.375,AEQ$0121300C,0.7779,183.225,NFL$0221365C,0.5835,134.35,PFZ$032124C,,,PFZ$042125C,0.6627,10.5,PFZ$052127C,0.5326,10.625,AEQ$0621360C,0.639,128.875,PFZ$072127C,0.7433,12.7,AEQ$0821415C,0.4746,191.1,AEQ$0921430C,0.6842,208.7,AEQ$1021400C,0.7274,261.375,AEQ$1121430C,0.5059,180.475,AEQ$1221410C,0.5733,249.825
PFE$011927C,0.7552,16.875,PFE$021934C,0.3512,8.675,NFL$0319235C,0.4963,122.2,PFE$041926C,1.083,16.2,NFL$0519235C,0.4241,,NFL$0619225C,0.7418,131.2,PFE$071927C,0.5035,15.775,NFL$0819195C,0.5637,171.8,PFE$091925C,0.4505,9.85,PFE$101925C,0.6733,11.925,NFL$1119195C,0.7329,90.325,PFE$121924C,0.4481,13.275,PFE$012026C,0.6299,12.425,NFL$0220250C,0.5006,89.975,PFE$032021C,0.6905,15.475,NFL$0420280C,0.8192,48.3,PFE$052024C,1.3852,12.825,PFE$062021C,0.8008,16.725,PFE$072023C,,,NFL$0820315C,0.7418,208.85,PFE$092023C,0.5974,15.075,NFL$1020355C,0.5116,141.8,NFL$1120315C,0.7924,227.5,PFE$122028C,0.3422,9.89,PFE$012124C,1.292,,DIS$0221125C,0.5369,46.72,NFL$0321340C,0.6937,211.575,NFL$0421360C,0.6022,160.825,NFL$0521320C,0.6744,229.4,PFZ$062126C,0.8493,14.2,NFL$0721355C,0.5577,137.475,PFZ$082132C,0.2055,7.875,PFZ$092130C,0.7105,17.9,PFZ$102135C,0.4481,9.825,PFZ$112134C,0.4025,7.55,PFZ$122139C,0.3741,10.85
NFL$0119235C,0.5472,42.77,NFL$0219235C,0.6744,122.3,DIS$0319100C,0.3875,12.15,NFL$0419230C,0.6359,132.175,DIS$0519100C,0.5859,32.7,DIS$0619100C,0.4615,33.89,NFL$0719240C,0.6906,101.575,DIS$0819100C,0.5829,45.375,NFL$0919195C,0.6527,99,NFL$1019185C,0.6214,109.625,DIS$1119100C,0.3976,30,NFL$1219195C,0.5757,100.5,NFL$0120225C,0.4489,73.74,DIS$0220100C,0.4602,45.51,NFL$0320220C,0.465,160.55,DIS$0420100C,0.9053,10.6,NFL$0520300C,0.8197,114.25,NFL$0620280C,0.731,174.7,NFL$0720345C,0.5777,84.025,DIS$0820100C,0.4986,21.91,NFL$0920325C,0.5107,157.85,DIS$1020100C,0.4886,31.98,DIS$1120100C,0.4835,25.81,NFL$1220340C,0.4289,142.95,NFL$0121325C,0.7851,195.5,CYQ$022131C,0.5841,14.475,DIS$0321130C,0.6629,54.71,DIS$0421125C,0.725,71.975,DIS$0521120C,0.6684,66.15,NFL$0621320C,0.6624,173.9,DIS$0721120C,0.6046,56,NFL$0821340C,0.6792,203.425,NFL$0921380C,0.4981,136.55,NFL$1021410C,0.5155,173.1,NFL$1121445C,0.3181,182.875,NFL$1221395C,0.7418,284.6
DIS$0119100C,0.3668,13.375,DIS$0219100C,0.3894,12.975,CYQ$031935C,0.4722,14.475,DIS$0419100C,0.402,15.18,CYQ$051935C,0.3121,,CYQ$061937C,0.7573,14.875,DIS$0719100C,0.4864,42.5,CYQ$081935C,0.4115,22.925,DIS$0919100C,0.5412,33.975,DIS$1019100C,0.2577,38,CYQ$111939C,,,DIS$1219100C,0.6577,45,DIS$0120100C,0.5625,47.42,CYQ$022035C,0.3988,12.5,DIS$0320100C,0.5576,39.5,CYQ$042028C,,,DIS$0520100C,0.548,8.66,DIS$0620100C,0.4326,8.3,DIS$0720100C,0.5393,15.8,CYQ$082030C,0.5193,16.35,DIS$0920100C,0.4085,30.98,CYQ$102030C,0.3468,10.55,CYQ$112027C,,,DIS$1220115C,0.4654,25.05,DIS$0121115C,0.7213,55,ORQ$022145C,0.2849,16.775,CYQ$032133C,0.5745,13.3,CYQ$042134C,0.8273,15.575,CYQ$052135C,0.5516,16.675,DIS$0621115C,0.6648,57,CYQ$072135C,0.8121,18.875,DIS$0821120C,0.4866,64.15,DIS$0921120C,0.5709,61.175,DIS$1021115C,0.7707,69.6,DIS$1121105C,0.5444,71.475,DIS$1221100C,0.607,58.475
CYQ$011929C,0.9395,17.05,CYQ$021933C,0.3747,10.95,ORQ$031935C,0.9003,16.225,CYQ$041937C,0.6537,16.325,ORQ$051940C,0.2033,,ORQ$061935C,0.6961,19.725,CYQ$071938C,0.6191,16.85,ORQ$081935C,0.9877,24.575,CYQ$091935C,0.8881,12.08,CYQ$101935C,0.6449,15.15,ORQ$111940C,0.27,16.275,CYQ$121935C,0.4228,10.2,CYQ$012032C,0.1857,13.3,ORQ$022040C,0.4746,14.875,CYQ$032025C,0.3203,22,ORQ$042035C,0.7017,9.99,CYQ$052030C,0.6823,11.675,CYQ$062030C,0.4232,13.91,CYQ$072031C,0.4852,14.275,ORQ$082040C,0.4053,16.525,CYQ$092030C,0.428,12.56,ORQ$102040C,0.5796,20.75,ORQ$112040C,0.273,20.5,CYQ$122030C,0.5179,11.2,CYQ$012130C,0.6628,14.3,CRM$0221160C,0.6911,55.3,ORQ$032145C,0.5992,17.2,ORQ$042155C,0.3344,12.65,ORQ$0521100C,0.3619,0.055,CYQ$062135C,0.8097,18.125,ORQ$0721100C,0.3533,0.07,CYQ$082137C,0.7111,16.85,CYQ$092138C,0.7387,18.65,CYQ$102139C,0.567,18.475,CYQ$112140C,0.5264,15.67,CYQ$122140C,0.4346,17.17
ORQ$011932C,1.173,15.675,ORQ$021934C,0.3109,14.275,CRM$0319105C,0.7081,54.4,ORQ$041936C,0.7806,17.2,CRM$0519105C,0.3548,,CRM$0619100C,0.6732,53.15,ORQ$071940C,0.3517,13.35,CRM$0819100C,0.8044,60.125,ORQ$091935C,1.1413,18.625,ORQ$101940C,0.5801,13.95,CRM$1119110C,0.3831,42.825,ORQ$121940C,0.4216,16.475,ORQ$012038C,0.6592,16.45,CRM$0220125C,0.5468,56.425,ORQ$032032C,,,CRM$0420105C,0.9149,36.15,ORQ$052035C,0.7561,18.275,ORQ$062035C,0.9609,18.4,ORQ$072040C,0.5612,13.38,CRM$0820130C,0.5324,58.25,ORQ$092040C,0.5029,14.275,CRM$1020170C,0.7156,81.375,CRM$1120165C,0.554,92.8,ORQ$122045C,0.5075,12.15,ORQ$012143C,0.6592,18.65,CE1$022135C,0.3493,13.5,CRM$0321140C,0.9609,108.025,CRM$0421155C,0.4639,57.675,CRM$0521140C,0.8425,90.66,ORQ$0621100C,,,CRM$0721155C,0.684,87.75,ORQ$0821100C,0.2818,0.27,ORQ$0921100C,0.2873,0.59,ORQ$1021100C,0.2584,0.1,ORQ$1121100C,0.1994,0.79,ORQ$1221100C,0.2848,1.1
CRM$0119100C,0.5426,38.83,CRM$0219105C,0.5903,44.3,CE1$031930C,0.6044,16.6,CRM$0419105C,0.2774,56.55,CE1$051932C,0.2029,,CE1$061935C,1.0068,20.9,CRM$0719105C,0.5577,45.4,CE1$081940C,0.22,17.65,CRM$0919100C,0.5637,39.7,CRM$1019100C,0.3073,53.1,CE1$111935C,0.8937,22.4,CRM$1219105C,0.4192,58.2,CRM$0120120C,0.5007,40.57,CE1$022040C,0.2381,12.55,CRM$0320100C,,,CE1$042035C,0.7055,9.6,CRM$0520115C,0.5008,40.4,CRM$0620120C,0.5456,51.5,CRM$0720125C,0.4372,53.5,CE1$082035C,0.4662,5.2,CRM$0920165C,0.398,29.5,CE1$102035C,0.2725,9.8,CE1$112035C,0.3924,4,CRM$1220145C,0.8068,104.775,CRM$0121140C,0.6985,79,TMO$0221340C,0.6239,163.8,CE1$032135C,0.7911,18.55,CE1$042135C,0.2918,18.4,CE1$052140C,0.2709,14.5,CRM$0621160C,0.6708,58.85,CE1$072140C,0.725,22.35,CRM$0821165C,0.3494,72.45,CRM$0921170C,0.613,81.85,CRM$1021190C,0.5489,66.55,CRM$1121200C,0.6794,92.4,CRM$1221170C,0.7274,135.55
CE1$011935C,0.9158,13.2,CE1$021930C,0.6203,16.05,PRQ$0319155C,0.5516,61.9,CE1$041935C,0.1992,14.3,PRQ$0519160C,0.5575,,PRQ$0619170C,0.3711,75.1,CE1$071935C,0.8309,21.95,PRQ$0819190C,0.4608,90.8,CE1$091940C,0.6445,14.3,CE1$101935C,0.5037,20.85,PRQ$1119200C,0.5781,98.825,CE1$121940C,0.3686,11.75,CE1$012040C,0.3645,10.15,PRQ$0220210C,0.4434,91.075,CE1$032035C,0.807,20.35,PRQ$0420205C,0.8845,99.775,CE1$052030C,1.1922,12.95,CE1$062035C,0.5154,1.95,CE1$072035C,0.2263,3.675,PRQ$0820220C,0.5632,106.825,CE1$092035C,0.3671,7.2,PRQ$1020245C,0.4503,99.1,PRQ$1120250C,0.6392,126.825,CE1$122035C,0.4935,4.65,CE1$012135C,0.3835,11.6,ACN$0221170C,0.4602,83.6,PRQ$0321215C,,,PRQ$0421240C,0.4987,90.75,PRQ$0521250C,0.6308,117.4,CE1$062140C,0.5637,20.3,PRQ$0721270C,0.5035,114.05,CE1$082140C,0.8189,21.75,CE1$092140C,0.7074,20.4,CE1$102140C,0.4016,19.1,CE1$112140C,0.4986,14.9,CE1$122140C,0.7376,15.5
PRQ$0119138C,0.6623,68.825,PRQ$0219145C,0.4137,66.275,TMO$0319175C,0.1639,77.25,PRQ$0419165C,0.6428,69.55,TMO$0519175C,0.2366,102.8,TMO$0619190C,0.5741,74,PRQ$0719185C,0.5504,75.875,TMO$0819190C,0.4277,99.2,PRQ$0919200C,0.6105,72.525,PRQ$1019195C,0.3692,96.825,TMO$1119200C,0.2555,86.2,PRQ$1219200C,0.7666,104.9,PRQ$0120200C,0.6771,92.9,TMO$0220220C,0.3904,115.55,PRQ$0320200C,,,TMO$0420220C,0.7978,83.4,PRQ$0520195C,0.6988,115.4,PRQ$0620195C,0.8315,105.475,PRQ$0720215C,0.3759,82.2,TMO$0820280C,0.5985,113.7,PRQ$0920225C,0.5883,111.55,TMO$1020310C,0.4153,125.4,TMO$1120320C,0.5962,144.95,PRQ$1220245C,0.5589,123.575,PRQ$0121240C,0.05992,,ABT$0221100C,0.3259,12.1,TMO$0321300C,0.8333,199,TMO$0421330C,0.489,122.25,TMO$0521300C,0.7033,194.75,PRQ$0621250C,0.7085,135.075,TMO$0721340C,0.5721,130.75,PRQ$0821295C,0.4152,116.85,PRQ$0921300C,0.5468,148.025,PRQ$1021295C,0.737,166.225,PRQ$1121340C,0.2726,111.825,PRQ$1221370C,0.3037,149.4
TMO$0119155C,0.5613,79.65,TMO$0219165C,0.4529,70.85,ACN$0319110C,0.4078,48.7,TMO$0419185C,0.2941,78.45,ACN$0519115C,0.1999,64.2,ACN$0619125C,0.6065,51.15,TMO$0719190C,0.5933,95.7,ACN$0819125C,0.6094,70.55,TMO$0919195C,0.5835,79.2,TMO$1019190C,0.6335,108,ACN$1119130C,0.7338,57.15,TMO$1219210C,0.2784,97,TMO$0120220C,0.554,100.9,ACN$0220140C,0.5348,67.6,TMO$0320200C,0.5059,139.25,ACN$0420115C,0.9924,53.65,TMO$0520230C,0.7779,97.5,TMO$0620230C,0.5755,112.45,TMO$0720260C,0.4853,81.35,ACN$0820155C,0.4048,64.55,TMO$0920290C,0.4866,123.95,ACN$1020150C,0.7983,90.55,ACN$1120160C,0.5461,68.25,TMO$1220310C,0.7831,179.7,TMO$0121330C,0.5829,141.45,PEP$0221100C,0.4698,41.45,ACN$0321175C,0.5011,83.65,ACN$0421190C,0.4383,76,ACN$0521190C,0.4289,94.8,TMO$0621310C,0.53,149.25,ACN$0721205C,0.4851,81.3,TMO$0821360C,0.5456,155,TMO$0921370C,0.5011,174.8,TMO$1021380C,0.3278,182.8,TMO$1121420C,0.5513,163.3,TMO$1221430C,0.6299,203.05
ACN$0119100C,0.8681,56.45,ACN$0219105C,0.2711,41.7,ABT$0319100C,0.4309,0.03,ACN$0419120C,0.3555,46.45,ABT$051950C,0.3615,27.625,ABT$0619100C,0.3376,0.02,ACN$0719130C,0.5264,55.4,ABT$0819100C,,,ACN$0919130C,0.7463,60.65,ACN$1019130C,0.6223,65.05,ABT$1119100C,0.2973,0.03,ACN$1219135C,0.4096,62.05,ACN$0120135C,0.5589,71.95,ABT$0220100C,0.1931,0.03,ACN$0320110C,0.5059,102.5,ABT$0420100C,0.4837,0.53,ACN$0520120C,0.6965,50,ACN$0620130C,0.7712,55.1,ACN$0720145C,0.6678,55.55,ABT$0820100C,0.313,2.23,ACN$0920160C,0.5456,70.45,ABT$1020100C,0.3118,8.02,ABT$1120100C,0.3382,9.19,ACN$1220165C,0.7996,78.1,ACN$0121165C,0.5728,82.15,CVX$0221100C,0.3551,1.71,ABT$0321100C,0.5477,27.725,ABT$0421100C,0.2395,18.1,ABT$0521100C,0.3923,24.175,ACN$0621190C,0.6792,98.65,ABT$0721100C,0.2696,11.08,ACN$0821215C,0.5227,100.1,ACN$0921225C,0.4722,98.55,ACN$1021225C,0.6218,119.55,ACN$1121240C,0.5167,102.05,ACN$1221245C,0.7226,124.15
ABT$011947C,0.4326,23.7,ABT$021950C,0.6046,20.675,PEP$0319100C,0.2342,16,ABT$0419100C,0.3328,0.04,PEP$0519100C,0.2907,,PEP$0619100C,0.3146,29.75,ABT$0719100C,0.2908,0.04,PEP$0819100C,0.3043,34.35,ABT$0919100C,0.2557,0.04,ABT$1019100C,0.2367,0.02,PEP$1119100C,0.4361,36.525,ABT$1219100C,0.2118,0.02,ABT$0120100C,0.2172,0.03,PEP$0220100C,0.2665,39.275,ABT$0320100C,0.1607,0.025,PEP$0420100C,0.6362,28.675,ABT$0520100C,0.4311,0.72,ABT$0620100C,0.3202,0.8,ABT$0720100C,0.3397,0.32,PEP$0820100C,0.4988,33.95,ABT$0920100C,0.2431,3.68,PEP$1020100C,0.6032,35.75,PEP$1120100C,0.4313,41.425,ABT$1220100C,0.3524,13.425,ABT$0121100C,0.3244,8.49,DH1$0221160C,0.3711,76.625,PEP$0321100C,0.4613,34.475,PEP$0421100C,0.2941,33.025,PEP$0521100C,0.3777,42.2,ABT$0621100C,0.4249,19,PEP$0721105C,0.5998,43.775,ABT$0821100C,0.3449,17.075,ABT$0921100C,0.1662,22.88,ABT$1021100C,0.4467,27.65,ABT$1121100C,0.2947,17.65,ABT$1221100C,0.3855,29.5
PEP$0119100C,0.3196,15.4,PEP$0219100C,0.2465,8.65,CVX$0319100C,0.3379,19.65,PEP$0419100C,0.217,15.925,CVX$0519100C,0.2822,20.15,CVX$0619100C,0.427,21,PEP$0719100C,0.4853,33.15,CVX$0819100C,0.1735,25.775,PEP$0919100C,0.4418,30.925,PEP$1019100C,0.2464,36.325,CVX$1119100C,0.3571,16.825,PEP$1219100C,0.1607,33.675,PEP$0120100C,0.3242,38.1,CVX$0220100C,0.2301,16.2,PEP$0320100C,0.386,47.075,CVX$0420100C,0.5697,0.6,PEP$0520100C,0.5772,35.35,PEP$0620100C,0.5286,36.075,PEP$0720100C,0.4956,29.6,CVX$0820100C,0.3627,0.81,PEP$0920100C,0.2991,37.525,CVX$102050C,0.6503,26.325,CVX$1120100C,0.4533,0.02,PEP$1220100C,0.4496,44.7,PEP$0121100C,0.351,44.675,LLY$0221135C,0.6159,56.125,CVX$0321100C,0.3325,2.03,CVX$0421100C,0.3507,12.57,CVX$0521100C,0.2676,5.75,PEP$0621100C,0.7555,47,CVX$0721100C,0.2651,10,PEP$0821105C,0.5709,50.125,PEP$0921105C,0.2645,51.375,PEP$1021105C,0.7596,51.4,PEP$1121110C,0.6957,49.325,PEP$1221115C,0.5905,48.9
CVX$0119100C,0.3016,13.575,CVX$0219100C,0.2379,11.825,DH1$0319100C,0.1517,11.39,CVX$0419100C,0.2664,25.45,DH1$0519100C,0.214,30.8,DH1$0619100C,0.6104,32.1,CVX$0719100C,0.35,21.225,DH1$0819100C,0.3819,41.2,CVX$0919100C,0.4151,16.82,CVX$1019100C,0.1684,20.925,DH1$1119100C,0.5456,37.9,CVX$1219100C,0.2047,20.83,CVX$0120100C,0.2908,18.52,DH1$0220110C,0.5035,51.05,CVX$0320100C,0.2337,10.98,DH1$0420100C,0.9912,43.65,CVX$0520100C,0.4662,0.48,CVX$0620100C,0.3848,0.98,CVX$0720100C,0.4242,1.7,DH1$0820135C,0.4418,53.3,CVX$0920100C,0.2789,0.33,DH1$1020150C,0.6302,58.625,DH1$1120155C,0.549,70.125,CVX$1220100C,0.3732,0.11,CVX$0121100C,0.366,0.88,PYP$0221195C,0.4935,47.2,DH1$0321145C,0.7514,95.05,DH1$0421160C,0.4919,56.975,DH1$0521165C,0.7772,77.75,CVX$0621100C,0.2728,9.49,DH1$0721185C,0.5562,60.55,CVX$0821100C,0.2531,3.85,CVX$0921100C,0.2396,3.4,CVX$1021100C,0.2494,1.43,CVX$1121100C,0.2588,10.42,CVX$1221100C,0.4443,14.46
DH1$0119100C,0.2441,3.4,DH1$0219100C,0.2538,6.21,LLY$0319100C,0.1259,22.45,DH1$0419100C,0.3266,28.65,LLY$0519100C,0.2665,24.35,LLY$0619100C,0.468,15.15,DH1$0719100C,0.6834,40.3,LLY$0819100C,0.2673,9.4,DH1$0919100C,0.5635,37.7,DH1$1019100C,0.3133,41,LLY$1119100C,0.2733,10.325,DH1$1219100C,0.2052,42.8,DH1$0120105C,0.5035,43.65,LLY$0220100C,0.5415,41.375,DH1$0320100C,0.9063,66.6,LLY$0420100C,0.8833,41.175,DH1$0520110C,0.6338,43.15,DH1$0620115C,0.3952,47.35,DH1$0720125C,0.393,46.375,LLY$0820100C,0.5685,65.475,DH1$0920140C,0.5468,65,LLY$1020100C,0.5354,50.175,LLY$1120100C,0.4509,46.775,DH1$1220150C,0.7153,85.025,DH1$0121155C,0.5107,68.2,ABB$0221100C,0.3158,10.95,LLY$0321125C,0.7827,81.625,LLY$0421125C,0.7057,67.25,LLY$0521130C,0.5589,56.1,DH1$0621160C,0.6527,93.75,LLY$0721155C,0.5396,68.625,DH1$0821210C,0.4602,71.25,DH1$0921220C,0.4939,95.4,DH1$1021200C,0.7562,125.45,DH1$1121195C,0.6479,106.65,DH1$1221210C,0.5492,89.9
LLY$0119100C,0.2902,12.62,LLY$0219100C,0.3041,17.425,PYP$0319100C,0.2289,0.76,LLY$0419100C,0.2733,24.05,PYP$0519100C,0.3118,9.7,PYP$0619100C,0.2917,9.78,LLY$0719100C,0.2832,12.25,PYP$0819100C,0.3706,21.03,LLY$0919100C,0.321,11.84,LLY$1019100C,0.2574,11.45,PYP$1119100C,0.3016,4.85,LLY$1219100C,0.2163,13.025,LLY$0120100C,0.2218,21.6,PYP$0220100C,0.3306,16.35,LLY$0320100C,0.3489,41.1,PYP$0420100C,0.6179,10.15,LLY$0520105C,0.6162,46.4,LLY$0620100C,0.5083,59.175,LLY$0720110C,0.4599,31.75,PYP$0820130C,0.6,42.98,LLY$0920100C,0.3278,49.925,PYP$1020135C,0.5775,52.3,PYP$1120125C,0.7033,78.325,LLY$1220110C,0.5301,32.9,LLY$0121125C,0.5239,36.5,CCQ$022135C,0.5312,13.75,PYP$0321165C,0.8285,132.325,PYP$0421180C,0.5918,70.43,PYP$0521160C,0.5155,113.8,LLY$0621150C,0.5445,46.9,PYP$0721195C,0.5408,77.125,LLY$0821175C,0.4894,56.825,LLY$0921155C,0.7177,109.125,LLY$1021155C,0.8395,79.55,LLY$1121170C,0.6633,68.675,LLY$1221180C,0.6263,78.825
PYP$0119100C,0.3164,0.22,PYP$0219100C,0.3274,0.86,ABB$0319100C,0.3321,0.03,PYP$0419100C,0.2087,2.31,ABB$0519100C,0.329,0.05,ABB$0619100C,0.3312,0.04,PYP$0719100C,0.3398,15.85,ABB$081950C,0.4939,20.4,PYP$0919100C,0.3116,6.5,PYP$1019100C,0.2833,8.49,ABB$1119100C,0.3745,0.01,PYP$1219100C,0.2172,5.4,PYP$0120100C,0.241,7,ABB$0220100C,0.2249,0.16,PYP$0320100C,0.3896,20.3,ABB$0420100C,0.4301,0.75,PYP$0520100C,0.5308,10.58,PYP$0620105C,0.5288,40.7,PYP$0720115C,0.6394,38.52,ABB$0820100C,0.3096,3.73,PYP$0920125C,0.6731,66.025,ABB$1020100C,0.2451,0.27,ABB$1120100C,0.3104,0.2,PYP$1220145C,0.569,44.5,PYP$0121160C,0.5059,61.75,INQ$022145C,0.4927,13.62,ABB$0321100C,0.2896,6.6,ABB$0421100C,0.245,10.55,ABB$0521100C,0.2349,7.7,PYP$0621180C,0.5582,66.8,ABB$0721100C,0.1958,15.42,PYP$0821180C,0.554,116.55,PYP$0921185C,0.6022,90.175,PYP$1021175C,0.6407,107.5,PYP$1121140C,0.8333,128.45,PYP$1221125C,0.7755,86.95
ABB$0119100C,0.297,0.21,ABB$0219100C,0.278,0.11,CCQ$031929C,,,ABB$0419100C,0.3442,0.07,CCQ$051930C,0.3517,,CCQ$061930C,0.3133,12.525,ABB$071960C,0.4644,18.875,CCQ$081930C,0.3298,14.75,ABB$091950C,0.3994,13.175,ABB$101950C,0.765,20.95,CCQ$111935C,0.465,10.775,ABB$1219100C,0.2,0.07,ABB$0120100C,0.214,0.08,CCQ$022030C,0.5709,16.35,ABB$0320100C,0.2211,1.06,CCQ$042025C,1.0607,14.65,ABB$0520100C,0.3587,0.06,ABB$0620100C,0.301,0.6,ABB$0720100C,0.2914,0.77,CCQ$082030C,0.6271,12.1,ABB$0920100C,0.2312,1.01,CCQ$102030C,0.5346,16.45,CCQ$112035C,0.4974,10.25,ABB$1220100C,0.2512,1.97,ABB$0121100C,0.2738,5.96,NKE$0221100C,0.4144,40.75,CCQ$032140C,0.6102,13.175,CCQ$042140C,0.6447,17.08,CCQ$052140C,0.6045,14.35,ABB$0621100C,0.4586,17.55,CCQ$072140C,0.2958,17.025,ABB$0821100C,0.3586,17.625,ABB$0921100C,0.1942,16.5,ABB$1021100C,0.2886,7.28,ABB$1121100C,0.2663,9.95,ABB$1221100C,0.2997,17.85
